distance_km,noise_applied,total_pulses,protocol_name,protocol_class,raw_sifted_bits,secure_key_bits,secure_key_rate,analytic_rogers_sbr,qber,qber_ci_low,qber_ci_high,num_errors,sifted_z_basis,sifted_x_basis,detection_yield_signal,detection_yield_decoy,detection_yield_vacuum,qber_signal,qber_decoy,qber_vacuum,double_clicks_discarded,parameter_estimation_samples,channel_total_loss_db,channel_transmittance,status,simulation_time_sec,diag_double_clicks_total,diag_resolved_to_d0,diag_resolved_to_d1,diag_rogers_resolved_to_d0,diag_kept_both,diag_double_clicks_discarded,diag_tossed_events,diag_pre_batch_lost,diag_tossed_boundary,diag_gated_lost,diag_carry_over_events,diag_deadtime_dropped,diag_combined_flips_with_arrivals,diag_qber_flips_only,diag_qber_flips,diag_dead_time_suppressions,diag_isi_events,diag_afterpulse_events,diag_dark_count_events,diag_imd_click_events,diag_imd_absorbed_by_signal,diag_imd_absorbed_by_signal_pre_jitter,diag_imd_absorbed_by_signal_post_jitter,diag_multiple_fires_per_slot,diag_rogers_discarded_events,diag_kernel_tossed,diag_in_gate_fires,diag_out_of_gate_fires,diag_rng_exhausted,diag_buffer_resized,diag_num_retries,final_state_snippet,source_type,uses_density_matrices,ideal_emission_probability,statistics_type,error_model,modulation_index,intensity_jitter,N_channels,signal_pulse_index,use_small_angle_approximation,use_linear_modulation_approximation,is_bidirectional,mzm_status,electrical_noise_std_v,pulse_signal_mu,pulse_signal_prob,pulse_decoy_mu,pulse_decoy_prob,pulse_vacuum_mu,pulse_vacuum_prob,security_metadata_enabled,security_metadata_total_sent,det_override_det_eff_d0,det_override_det_eff_d1,det_override_dark_rate,det_override_dark_rate_d1,det_override_bias_voltage,det_override_breakdown_voltage,det_override_temperature_k,det_override_ref_temperature_k,det_override_ref_bias_voltage,params_wdm_channel_count,params_wdm_channel_power_dbm,params_wdm_raman_coefficient,params_filter_model,params_filter_awg_loss_db,params_awg_isolation_db,params_channel_total_loss_db,params_raman_dark_rate_hz,sweep_source_confidence_method
0.0,False,10000000,bb84-decoy,BB84DecoyProtocol,251196,61468,0.0061468,,0.0,0.0,1.469e-05,0,125674,125522,0.0429858755,0.0073683479,0.0,0.0,0.0,0.0,0,25120,0.0,1.0,OK,7.2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502593,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,CLOPPER_PEARSON
10.0,False,10000000,bb84-decoy,BB84DecoyProtocol,161097,36463,0.0036463,,0.0,0.0,2.29e-05,0,80177,80920,0.0275947754,0.0046829722,0.0,0.0,0.0,0.0,0,16110,2.0,0.63095734448,OK,6.9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321827,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,CLOPPER_PEARSON
30.0,False,10000000,bb84-decoy,BB84DecoyProtocol,67000,24763,0.0024763,,0.0,0.0,5.506e-05,0,33527,33473,0.0111545962,0.0028165929,0.0,0.0,0.0,0.0,0,6700,6.0,0.251188643151,OK,6.2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134281,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,CLOPPER_PEARSON
40.0,False,10000000,bb84-decoy,BB84DecoyProtocol,42557,15363,0.0015363,,0.0,0.0,8.668e-05,0,21331,21226,0.007086047,0.0017861206,0.0,0.0,0.0,0.0,0,4256,8.0,0.158489319246,OK,6.1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85298,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,CLOPPER_PEARSON
130.0,True,10000000,bb84-decoy,BB84DecoyProtocol,666,0,0.0,,0.00600601,0.0,0.01530583,4,323,343,0.0001114573,2.65062e-05,0.0,0.00652529,0.0,0.0,1,67,26.0,0.002511886432,ZERO_KEY,13.3735,0,0,0,0,0,0,1,0,0,0,0,0,89,49,49,0,668,3,0,0,0,0,0,0,0,1,1372,0,False,False,0,"{""afterpulse_total_count"": 3, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,HOEFFDING
60.0,False,10000000,bb84-decoy,BB84DecoyProtocol,16848,4942,0.0004942,,0.0,0.0,0.00021893,0,8385,8463,0.0028021417,0.0007141412,0.0,0.0,0.0,0.0,0,1685,12.0,0.063095734448,OK,5.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33907,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,CLOPPER_PEARSON
50.0,False,10000000,bb84-decoy,BB84DecoyProtocol,26838,8874,0.0008874,,0.0,0.0,0.00013744,0,13382,13456,0.0044749588,0.001113154,0.0,0.0,0.0,0.0,0,2684,10.0,0.1,OK,7.9172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53660,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,CLOPPER_PEARSON
70.0,False,10000000,bb84-decoy,BB84DecoyProtocol,10711,2349,0.0002349,,0.0,0.0,0.00034434,0,5282,5429,0.0017895222,0.0004342221,0.0,0.0,0.0,0.0,0,1071,14.0,0.039810717055,OK,5.8874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21556,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,CLOPPER_PEARSON
20.0,False,10000000,bb84-decoy,BB84DecoyProtocol,105027,41075,0.0041075,,0.0,0.0,3.512e-05,0,52757,52270,0.0175087882,0.0043622024,0.0,0.0,0.0,0.0,0,10503,4.0,0.398107170553,OK,12.7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210419,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,CLOPPER_PEARSON
90.0,False,10000000,bb84-decoy,BB84DecoyProtocol,4268,413,4.13e-05,,0.0,0.0,0.00086394,0,2108,2160,0.0007077627,0.000188461,0.0,0.0,0.0,0.0,0,427,18.0,0.015848931925,OK,5.6686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8562,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,CLOPPER_PEARSON
100.0,False,10000000,bb84-decoy,BB84DecoyProtocol,2680,0,0.0,,0.0,0.0,0.0013755,0,1367,1313,0.0004488103,0.0001059796,0.0,0.0,0.0,0.0,0,268,20.0,0.01,ZERO_KEY,5.6644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5355,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,CLOPPER_PEARSON
80.0,False,10000000,bb84-decoy,BB84DecoyProtocol,7033,1434,0.0001434,,0.0,0.0,0.00052437,0,3539,3494,0.0011744901,0.0002877106,0.0,0.0,0.0,0.0,0,703,16.0,0.025118864315,OK,7.3591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13783,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,CLOPPER_PEARSON
110.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1660,0,0.0,,0.0,0.0,0.00221975,0,844,816,0.0002745231,7.50424e-05,0.0,0.0,0.0,0.0,0,166,22.0,0.006309573445,ZERO_KEY,6.2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,CLOPPER_PEARSON
120.0,False,10000000,bb84-decoy,BB84DecoyProtocol,1029,0,0.0,,0.0,0.0,0.0035785,0,500,529,0.0001723014,4.04851e-05,0.0,0.0,0.0,0.0,0,103,24.0,0.003981071706,ZERO_KEY,5.5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,CLOPPER_PEARSON
140.0,False,10000000,bb84-decoy,BB84DecoyProtocol,431,0,0.0,,0.0,0.0,0.00852236,0,216,215,7.27333e-05,1.54979e-05,0.0,0.0,0.0,0.0,0,43,28.0,0.001584893192,ZERO_KEY,5.6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,CLOPPER_PEARSON
130.0,False,10000000,bb84-decoy,BB84DecoyProtocol,733,0,0.0,,0.0,0.0,0.00501994,0,357,376,0.0001234803,2.69684e-05,0.0,0.0,0.0,0.0,0,73,26.0,0.002511886432,ZERO_KEY,7.1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,CLOPPER_PEARSON
0.0,True,10000000,bb84-decoy,BB84DecoyProtocol,251574,37024,0.0037024,,0.01007656,0.0096786,0.01047452,2535,125725,125849,0.043028968,0.0073940548,1.68033e-05,0.00999759,0.01001692,0.47619048,1,25157,0.0,1.0,OK,6.6003,426,224,202,0,0,0,1,0,0,0,0,0,34773,17366,17366,0,251794,534,0,0,0,0,0,3351,0,1,504169,0,False,False,0,"{""afterpulse_total_count"": 534, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,0.0,0.0,CLOPPER_PEARSON
10.0,True,10000000,bb84-decoy,BB84DecoyProtocol,161017,21592,0.0021592,,0.01033431,0.00982832,0.0108403,1664,80564,80453,0.0275781762,0.004660021,1.15979e-05,0.01025266,0.01019313,0.48275862,1,16102,2.0,0.63095734448,OK,6.5171,163,75,88,0,0,0,1,0,0,0,0,0,22086,10959,10959,0,162130,333,0,0,0,0,0,1447,0,1,322777,0,False,False,0,"{""afterpulse_total_count"": 333, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.1,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,2.0,0.0,CLOPPER_PEARSON
40.0,True,10000000,bb84-decoy,BB84DecoyProtocol,42694,7991,0.0007991,,0.01096173,0.00992838,0.01199508,468,21133,21561,0.0071197472,0.0017670761,2.7981e-06,0.01052228,0.01500566,0.42857143,1,4269,8.0,0.158489319246,OK,6.2742,8,4,4,0,0,0,1,0,0,0,0,0,5799,2884,2884,0,42688,88,0,0,0,0,0,120,0,1,85273,0,False,False,0,"{""afterpulse_total_count"": 88, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,8.0,0.0,CLOPPER_PEARSON
30.0,True,10000000,bb84-decoy,BB84DecoyProtocol,66730,17198,0.0017198,,0.00998052,0.00919713,0.01076391,666,33484,33246,0.0110801889,0.0028818401,4.8e-06,0.00999032,0.00850842,0.66666667,1,6673,6.0,0.251188643151,OK,6.4732,23,13,10,0,0,0,1,0,0,0,0,0,9074,4635,4635,0,67104,120,0,0,0,0,0,280,0,1,133906,0,False,False,0,"{""afterpulse_total_count"": 120, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,6.0,0.0,CLOPPER_PEARSON
20.0,True,10000000,bb84-decoy,BB84DecoyProtocol,105498,27472,0.0027472,,0.01009498,0.00947336,0.0107166,1065,53012,52486,0.0175615273,0.0044568785,6.0023e-06,0.01014945,0.00862648,0.53333333,1,10550,4.0,0.398107170553,OK,9.3511,77,39,38,0,0,0,1,0,0,0,0,0,14297,7030,7030,0,105508,182,0,0,0,0,0,582,0,1,211042,0,False,False,0,"{""afterpulse_total_count"": 182, ""ap_depth_d0"": 0, ",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,4.0,0.0,CLOPPER_PEARSON
50.0,True,10000000,bb84-decoy,BB84DecoyProtocol,26949,4860,0.000486,,0.01139189,0.01005223,0.01273154,307,13603,13346,0.004488091,0.0011344271,1.1996e-06,0.01126601,0.01189427,0.66666667,1,2695,10.0,0.1,OK,6.1966,4,3,1,0,0,0,1,0,0,0,0,0,3672,1866,1866,0,27067,55,0,0,0,0,0,63,0,1,53968,0,False,False,0,"{""afterpulse_total_count"": 55, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,10.0,0.0,CLOPPER_PEARSON
70.0,True,10000000,bb84-decoy,BB84DecoyProtocol,10863,397,3.97e-05,,0.00984995,0.00780948,0.01189042,107,5436,5427,0.0018142481,0.000442,4e-07,0.00982161,0.010181,0.0,1,1086,14.0,0.039810717055,OK,5.9814,0,0,0,0,0,0,1,0,0,0,0,0,1425,689,689,0,10764,18,0,0,0,0,0,9,0,1,21692,0,False,False,0,"{""afterpulse_total_count"": 18, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,14.0,0.0,CLOPPER_PEARSON
80.0,True,10000000,bb84-decoy,BB84DecoyProtocol,6884,0,0.0,,0.01234747,0.00944944,0.0152455,85,3454,3430,0.0011495091,0.0002805505,0.0,0.01154515,0.02139037,0.0,1,688,16.0,0.025118864315,ZERO_KEY,5.9574,0,0,0,0,0,0,1,0,0,0,0,0,944,482,482,0,6887,10,0,0,0,0,0,10,0,1,13781,0,False,False,0,"{""afterpulse_total_count"": 10, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,16.0,0.0,CLOPPER_PEARSON
150.0,False,10000000,bb84-decoy,BB84DecoyProtocol,275,0,0.0,,0.0,0.0,0.01332454,0,139,136,4.47222e-05,1.44933e-05,0.0,0.0,0.0,0.0,0,28,30.0,0.001,ZERO_KEY,13.1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,False,False,0,"{""afterpulse_total_count"": 0, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,30.0,0.0,CLOPPER_PEARSON
90.0,True,10000000,bb84-decoy,BB84DecoyProtocol,4278,0,0.0,,0.01075269,0.00718858,0.0143168,46,2163,2115,0.0007084455,0.0001905577,0.0,0.01077752,0.01049869,0.0,1,428,18.0,0.015848931925,ZERO_KEY,5.943,0,0,0,0,0,0,1,0,0,0,0,0,568,289,289,0,4337,9,0,0,0,0,0,5,0,1,8585,0,False,False,0,"{""afterpulse_total_count"": 9, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,18.0,0.0,CLOPPER_PEARSON
100.0,True,10000000,bb84-decoy,BB84DecoyProtocol,2676,0,0.0,,0.0093423,0.00492422,0.01376038,25,1318,1358,0.0004439454,0.0001171668,0.0,0.01023751,0.0,0.0,1,268,20.0,0.01,ZERO_KEY,6.5117,0,0,0,0,0,0,1,0,0,0,0,0,355,180,180,0,2650,1,0,0,0,0,0,1,0,1,5317,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,20.0,0.0,CLOPPER_PEARSON
110.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1746,0,0.0,,0.0091638,0.00348872,0.01483889,16,849,897,0.0002892665,7.69731e-05,4.001e-07,0.00942803,0.00649351,0.0,1,175,22.0,0.006309573445,ZERO_KEY,5.6001,0,0,0,0,0,0,1,0,0,0,0,0,241,117,117,0,1748,7,0,0,0,0,0,4,0,1,3469,0,False,False,0,"{""afterpulse_total_count"": 7, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,22.0,0.0,CLOPPER_PEARSON
60.0,True,10000000,bb84-decoy,BB84DecoyProtocol,17052,1793,0.0001793,,0.00967628,0.008091,0.01126157,165,8548,8504,0.0028358344,0.000724122,8.008e-07,0.00935837,0.01173223,1.0,1,1705,12.0,0.063095734448,OK,10.3962,1,1,0,0,0,0,1,0,0,0,0,0,2187,1123,1123,0,17059,31,0,0,0,0,0,27,0,1,34138,0,False,False,0,"{""afterpulse_total_count"": 31, ""ap_depth_d0"": 0, """,PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,12.0,0.0,CLOPPER_PEARSON
120.0,True,10000000,bb84-decoy,BB84DecoyProtocol,1011,0,0.0,,0.00791296,0.00029405,0.01553186,8,493,518,0.0001688628,4.10052e-05,0.0,0.00861141,0.0,0.0,1,101,24.0,0.003981071706,ZERO_KEY,5.2884,0,0,0,0,0,0,1,0,0,0,0,0,143,79,79,0,1057,1,0,0,0,0,0,0,0,1,2092,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,24.0,0.0,CLOPPER_PEARSON
130.0,True,10000000,bb84-decoy,BB84DecoyProtocol,655,0,0.0,,0.01374046,0.00155807,0.02592284,9,323,332,0.0001099869,2.50064e-05,0.0,0.01157025,0.04,0.0,1,66,26.0,0.002511886432,ZERO_KEY,4.3592,0,0,0,0,0,0,1,0,0,0,0,0,91,46,46,0,700,2,0,0,0,0,0,0,0,1,1334,0,False,False,0,"{""afterpulse_total_count"": 2, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,26.0,0.0,CLOPPER_PEARSON
140.0,True,10000000,bb84-decoy,BB84DecoyProtocol,419,0,0.0,,0.01193317,0.0,0.02762703,5,210,209,7.00059e-05,1.69924e-05,0.0,0.01038961,0.02941176,0.0,1,42,28.0,0.001584893192,ZERO_KEY,4.4186,0,0,0,0,0,0,1,0,0,0,0,0,63,34,34,0,409,1,0,0,0,0,0,0,0,1,835,0,False,False,0,"{""afterpulse_total_count"": 1, ""ap_depth_d0"": 0, ""a",PoissonSource,False,1.0,poisson,random_gaussian,0.0,0.0,1,0,True,False,False,er_80.0db,2.8706829971541617e-05,0.6,0.55,0.15,0.2,0.0,0.25,False,0,0.15,0.15,3e-06,2e-06,50.0,45.0,293.0,293.0,50.0,1,-20.0,0.0,ideal,3.0,25.0,28.0,0.0,CLOPPER_PEARSON
